country,year,risk_score,source,lower,upper
GHA,2033,0.5242697545270298,forecast,0.4918195336374413,0.5552077354966984
GHA,2034,0.5226846452834728,forecast,0.48899714268037603,0.5547349962090631
GHA,2035,0.5210995360399158,forecast,0.48637734042238046,0.5544810328987634
GHA,2036,0.5195144267963587,forecast,0.48275399722133294,0.5546868710990097
GHA,2037,0.5179293175528016,forecast,0.4795618037958903,0.5538233842683412
GHA,2038,0.5163442083092445,forecast,0.47864241553196235,0.5538387433412354
GHA,2039,0.5147590990656875,forecast,0.47498235694031393,0.5557835529118568
GHA,2040,0.5131739898221305,forecast,0.47317152813591196,0.5543781316930483
GIN,1995,0.6228672,actual,,
GIN,1996,0.6209524,actual,,
GIN,1997,0.6241019999999999,actual,,
GIN,1998,0.6273770000000001,actual,,
GIN,1999,0.6280646,actual,,
GIN,2000,0.6264496,actual,,
GIN,2001,0.6241456000000001,actual,,
GIN,2002,0.6186762,actual,,
GIN,2003,0.62035,actual,,
GIN,2004,0.6163536,actual,,
GIN,2005,0.621888,actual,,
GIN,2006,0.636957,actual,,
GIN,2007,0.6367483999999999,actual,,
GIN,2008,0.6312374000000001,actual,,
GIN,2009,0.6290642,actual,,
GIN,2010,0.6360534,actual,,
GIN,2011,0.6386264,actual,,
GIN,2012,0.6325326,actual,,
GIN,2013,0.6280742,actual,,
GIN,2014,0.6212654,actual,,
GIN,2015,0.6225504,actual,,
GIN,2016,0.6196684,actual,,
GIN,2017,0.608663,actual,,
GIN,2018,0.611496,actual,,
GIN,2019,0.6039778,actual,,
GIN,2020,0.6054682,actual,,
GIN,2021,0.6131144,actual,,
GIN,2022,0.6084504,actual,,
GIN,2023,0.6058178,actual,,
GIN,2024,0.6052087851655433,forecast,0.5940174786611261,0.6162976374112057
GIN,2025,0.6045997703009329,forecast,0.589940619033182,0.6200341338831675
GIN,2026,0.6039907554363225,forecast,0.5848175995630508,0.6223469459746763
GIN,2027,0.6033817405717121,forecast,0.582203970575488,0.6248205799008876
GIN,2028,0.6027727257071017,forecast,0.5782067961862304,0.6275480061117732
GIN,2029,0.6021637108424913,forecast,0.5746381987877648,0.6290197090178122
GIN,2030,0.6015546959778809,forecast,0.5714024674737247,0.6306782046677417
GIN,2031,0.6009456811132705,forecast,0.5694828346325024,0.6339486557111497
GIN,2032,0.6003366662486601,forecast,0.5666056268244068,0.633485021428507
GIN,2033,0.5997276513840497,forecast,0.5631995745770274,0.6347201504640297
GIN,2034,0.5991186365194393,forecast,0.5610338816098343,0.6353119258941288
GIN,2035,0.5985096216548289,forecast,0.5594680251843093,0.6365198344628303
GIN,2036,0.5979006067902184,forecast,0.5565210133473356,0.6371491595121452
GIN,2037,0.597291591925608,forecast,0.5540730635023693,0.6376805587970399
