,Country,Indicator,Order,AIC,BIC
1957,PRY,Social,"(2, 0, 1)",-211.10155357202817,-204.2650744220958
1958,PRY,Vulnerability,"(2, 0, 1)",-290.09596858635064,-283.2594894364183
1959,PRY,Water,"(2, 0, 0)",-368.64671649716934,-363.17753317722344
1960,QAT,Capacity,"(2, 0, 0)",-253.8353238135375,-248.36614049359162
1961,QAT,Economic,"(0, 0, 2)",-91.40719742961821,-85.93801410967231
1962,QAT,Ecosystems,"(1, 0, 1)",-189.69869623410193,-184.22951291415603
1963,QAT,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1964,QAT,Food,"(1, 0, 3)",-233.06701426784994,-224.8632392879311
1965,QAT,Governance,"(3, 1, 0)",-100.91992777345658,-95.59110973275577
1966,QAT,Habitat,"(2, 0, 2)",-234.72320653234272,-226.51943155242387
1967,QAT,Health,"(2, 1, 3)",-216.4270780247878,-208.43385096373657
1968,QAT,Infrastructure,"(2, 0, 0)",-482.96297052207217,-477.49378720212627
1969,QAT,Readiness,"(0, 1, 2)",-131.0557070242215,-127.0590934936959
1970,QAT,Sensitivity,"(1, 0, 1)",-216.5190240672213,-211.0498407472754
1971,QAT,Social,"(1, 1, 1)",-188.46036952171897,-184.46375599119335
1972,QAT,Vulnerability,"(1, 0, 1)",-269.11693229927863,-263.64774897933273
1973,QAT,Water,"(1, 0, 3)",-401.3868131185095,-393.1830381385907
1974,ROU,Capacity,"(2, 0, 0)",-250.17395160346467,-244.70476828351877
1975,ROU,Economic,"(0, 0, 2)",-147.30870473668526,-141.83952141673936
1976,ROU,Ecosystems,"(2, 0, 0)",-271.1163640132091,-265.6471806932632
1977,ROU,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1978,ROU,Food,"(1, 0, 0)",-243.09649729444314,-238.99460980448373
1979,ROU,Governance,"(1, 0, 0)",-261.8471710410948,-257.74528355113534
1980,ROU,Habitat,"(2, 0, 0)",-263.64933120023636,-258.18014788029046
1981,ROU,Health,"(2, 0, 2)",-222.5519179034648,-214.34814292354596
1982,ROU,Infrastructure,"(1, 0, 0)",-211.63871000132164,-207.53682251136223
1983,ROU,Readiness,"(1, 0, 0)",-162.0308450061477,-157.9289575161883
1984,ROU,Sensitivity,"(2, 0, 1)",-217.27580890132472,-210.43932975139236
1985,ROU,Social,"(0, 1, 1)",-154.86051935291732,-152.19611033256692
1986,ROU,Vulnerability,"(3, 0, 0)",-276.90931662378557,-270.0728374738532
1987,ROU,Water,"(2, 0, 2)",-244.72823371921447,-236.52445873929562
1988,RUS,Capacity,"(2, 0, 1)",-238.90164131272576,-232.0651621627934
1989,RUS,Economic,"(1, 0, 0)",-60.969065080637364,-56.86717759067794
1990,RUS,Ecosystems,"(2, 0, 0)",-232.2596310817519,-226.790447761806
1991,RUS,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1992,RUS,Food,"(1, 0, 0)",-205.78248294542604,-201.68059545546663
1993,RUS,Governance,"(3, 0, 1)",-162.52467545109783,-154.320900471179
1994,RUS,Habitat,"(1, 0, 1)",-264.38087105089863,-258.91168773095274
1995,RUS,Health,"(1, 0, 0)",-230.94736589784313,-226.84547840788372
1996,RUS,Infrastructure,"(2, 0, 0)",-234.6481192635078,-229.1789359435619
1997,RUS,Readiness,"(0, 1, 0)",-115.1996293972129,-113.8674248870377
1998,RUS,Sensitivity,"(3, 0, 0)",-231.4800203314692,-224.64354118153685
1999,RUS,Social,"(2, 0, 2)",-122.83959509033923,-114.63582011042038
2000,RUS,Vulnerability,"(2, 0, 0)",-268.50726488214855,-263.03808156220265
2001,RUS,Water,"(3, 0, 0)",-413.45689575404214,-406.6204166041098
2002,RWA,Capacity,"(1, 1, 1)",-211.27695280265834,-207.28033927213272
2003,RWA,Economic,"(1, 1, 0)",-119.23982079394025,-116.57541177358985
2004,RWA,Ecosystems,"(2, 0, 0)",-279.73734385233877,-274.26816053239287
2005,RWA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2006,RWA,Food,"(1, 0, 0)",-180.62640017822054,-176.52451268826113
2007,RWA,Governance,"(1, 1, 2)",-113.60395682643767,-108.27513878573686
2008,RWA,Habitat,"(2, 0, 0)",-264.5507667269251,-259.0815834069792
2009,RWA,Health,"(3, 0, 0)",-294.94695315129565,-288.1104740013633
2010,RWA,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
2011,RWA,Readiness,"(1, 1, 1)",-155.8070200718826,-151.81040654135697
2012,RWA,Sensitivity,"(1, 0, 0)",-223.76017893936947,-219.65829144941006
2013,RWA,Social,"(2, 0, 0)",-274.714988791609,-269.2458054716631
2014,RWA,Vulnerability,"(2, 0, 1)",-262.2647551554017,-255.42827600546934
2015,RWA,Water,"(2, 0, 1)",-419.3438913443477,-412.50741219441534
2016,SAU,Capacity,"(3, 0, 1)",-138.8757947549851,-130.67201977506625
2017,SAU,Economic,"(2, 0, 1)",-118.36899737331305,-111.53251822338068
2018,SAU,Ecosystems,"(1, 0, 0)",-264.3333780781623,-260.23149058820286
2019,SAU,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2020,SAU,Food,"(2, 0, 1)",-219.03398805177767,-212.1975089018453
2021,SAU,Governance,"(1, 0, 0)",-109.29097464046423,-105.1890871505048
2022,SAU,Habitat,"(2, 0, 0)",-245.7853992478527,-240.3162159279068
2023,SAU,Health,"(1, 0, 0)",-221.54601347581809,-217.44412598585868
2024,SAU,Infrastructure,"(0, 0, 1)",-112.30042658737908,-108.19853909741965
2025,SAU,Readiness,"(1, 1, 1)",-145.84648757854166,-141.84987404801603
2026,SAU,Sensitivity,"(3, 0, 0)",-251.94364610524985,-245.1071669553175
2027,SAU,Social,"(2, 1, 0)",-178.39822152378983,-174.4016079932642
2028,SAU,Vulnerability,"(1, 0, 2)",-205.1853914663746,-198.34891231644224
2029,SAU,Water,"(1, 0, 0)",-403.1685465530887,-399.06665906312924
2030,SDN,Capacity,"(1, 0, 0)",-186.1502597075705,-182.0483722176111
2031,SDN,Economic,"(0, 1, 0)",-125.95781050587516,-124.62560599569996
2032,SDN,Ecosystems,"(1, 0, 0)",-246.88590025898793,-242.78401276902852
2033,SDN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2034,SDN,Food,"(1, 0, 2)",-164.20778577567373,-157.37130662574137
2035,SDN,Governance,"(1, 0, 0)",-126.16742198806455,-122.06553449810512
2036,SDN,Habitat,"(1, 0, 2)",-245.67747134169755,-238.8409921917652
2037,SDN,Health,"(2, 0, 2)",-157.66465072333992,-149.46087574342107
2038,SDN,Infrastructure,"(1, 0, 0)",-157.22488003804304,-153.12299254808363
2039,SDN,Readiness,"(1, 0, 2)",-173.19830143935656,-166.3618222894242
2040,SDN,Sensitivity,"(3, 0, 0)",-188.1904130295797,-181.35393387964734
2041,SDN,Social,"(2, 0, 1)",-231.51903015200807,-224.6825510020757
2042,SDN,Vulnerability,"(1, 0, 0)",-238.38367735329027,-234.28178986333086
2043,SDN,Water,"(1, 1, 0)",-400.50251648576653,-397.8381074654161
2044,SEN,Capacity,"(3, 0, 3)",-212.8682167391599,-201.9298500992681
2045,SEN,Economic,"(1, 0, 0)",-122.16081070910514,-118.05892321914571
2046,SEN,Ecosystems,"(2, 0, 0)",-249.99009201745156,-244.52090869750566
2047,SEN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2048,SEN,Food,"(1, 0, 1)",-194.5359655311762,-189.0667822112303
2049,SEN,Governance,"(2, 0, 1)",-113.53327218870568,-106.69679303877331
2050,SEN,Habitat,"(2, 0, 0)",-232.92458512957526,-227.45540180962936
2051,SEN,Health,"(1, 0, 0)",-163.4938547687081,-159.3919672787487
2052,SEN,Infrastructure,"(1, 0, 0)",-170.4139217148964,-166.31203422493698
2053,SEN,Readiness,"(1, 0, 0)",-151.16007509000477,-147.05818760004536
2054,SEN,Sensitivity,"(2, 0, 2)",-193.37930257606666,-185.17552759614782
2055,SEN,Social,"(0, 1, 3)",-257.7115056197344,-252.3826875790336
2056,SEN,Vulnerability,"(1, 0, 3)",-252.16068718452755,-243.9569122046087
2057,SEN,Water,"(2, 0, 0)",-332.8610900568151,-327.3919067368692
2058,SGP,Capacity,"(2, 0, 0)",-212.69001547844164,-207.22083215849574
2059,SGP,Economic,"(0, 1, 0)",-103.05781302422601,-101.7256085140508
2060,SGP,Ecosystems,"(2, 0, 0)",-246.90661041539178,-241.43742709544588
2061,SGP,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2062,SGP,Food,"(2, 0, 0)",-180.61322814437355,-175.14404482442765
2063,SGP,Governance,"(1, 0, 0)",-170.84267639784886,-166.74078890788945
2064,SGP,Habitat,"(1, 0, 3)",-264.068404949932,-255.86462997001317
2065,SGP,Health,"(2, 0, 0)",-285.44123736338116,-279.97205404343526
2066,SGP,Infrastructure,"(1, 0, 2)",-662.8807446182735,-656.0442654683411
2067,SGP,Readiness,"(1, 1, 1)",-146.9447860388222,-142.94817250829658
2068,SGP,Sensitivity,"(2, 0, 0)",-233.33021092418093,-227.86102760423503
2069,SGP,Social,"(1, 1, 1)",-129.00007716843703,-125.00346363791142
2070,SGP,Vulnerability,"(1, 0, 2)",-276.4008413303578,-269.56436218042546
2071,SGP,Water,"(2, 0, 0)",-189.16564675790823,-183.69646343796234
2072,SLB,Capacity,"(0, 1, 3)",-139.38396091303798,-134.05514287233717
2073,SLB,Economic,"(1, 0, 2)",-162.62457606372186,-155.7880969137895
2074,SLB,Ecosystems,"(1, 0, 0)",-275.1932316289498,-271.09134413899034
2075,SLB,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2076,SLB,Food,"(0, 0, 1)",-195.38669367699652,-191.2848061870371
2077,SLB,Governance,"(1, 0, 3)",-111.36678888498376,-103.16301390506491
2078,SLB,Habitat,"(1, 0, 1)",-246.84967483381942,-241.38049151387352
2079,SLB,Health,"(1, 1, 0)",-90.34899910516631,-87.68459008481591
2080,SLB,Infrastructure,"(0, 1, 3)",-95.0287507233673,-89.69993268266649
2081,SLB,Readiness,"(1, 0, 0)",-151.5864896480545,-147.4846021580951
2082,SLB,Sensitivity,"(2, 0, 0)",-129.87685110798972,-124.40766778804382
2083,SLB,Social,"(2, 0, 1)",-278.3224220018802,-271.48594285194787
2084,SLB,Vulnerability,"(3, 0, 2)",-165.44108757677998,-155.87001676687467
2085,SLB,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
2086,SLE,Capacity,"(2, 0, 0)",-211.9804062377485,-206.5112229178026
2087,SLE,Economic,"(1, 0, 0)",-110.24885374404856,-106.14696625408914
2088,SLE,Ecosystems,"(3, 0, 0)",-273.7101874420701,-266.87370829213774
2089,SLE,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2090,SLE,Food,"(1, 0, 2)",-186.6084251515057,-179.77194600157335
2091,SLE,Governance,"(1, 0, 3)",-142.73676774611957,-134.53299276620072
2092,SLE,Habitat,"(1, 0, 1)",-228.88117739584212,-223.41199407589622
2093,SLE,Health,"(1, 0, 0)",-134.1888678581158,-130.0869803681564
2094,SLE,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
2095,SLE,Readiness,"(2, 0, 3)",-174.69962709781814,-165.12855628791283
2096,SLE,Sensitivity,"(1, 0, 0)",-174.35478257645855,-170.25289508649914
2097,SLE,Social,"(3, 1, 0)",-260.74810686748805,-255.41928882678724
2098,SLE,Vulnerability,"(1, 0, 0)",-227.15176594852585,-223.04987845856644
2099,SLE,Water,"(1, 1, 0)",-435.67281732651185,-433.0084083061614
2100,SLV,Capacity,"(1, 0, 1)",-183.61214061565235,-178.14295729570645
2101,SLV,Economic,"(1, 0, 0)",-183.36610948091592,-179.26422199095651
2102,SLV,Ecosystems,"(1, 0, 2)",-289.6754601717598,-282.83898102182746
2103,SLV,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2104,SLV,Food,"(0, 0, 1)",-179.75510000566922,-175.6532125157098
2105,SLV,Governance,"(2, 0, 2)",-133.26309463491478,-125.05931965499593
2106,SLV,Habitat,"(2, 0, 0)",-230.07416740816805,-224.60498408822215
2107,SLV,Health,"(2, 0, 3)",-173.465022247422,-163.8939514375167
2108,SLV,Infrastructure,"(1, 0, 3)",-198.3398337949448,-190.13605881502596
2109,SLV,Readiness,"(1, 0, 3)",-177.29202261158116,-169.0882476316623
2110,SLV,Sensitivity,"(1, 0, 0)",-208.86738270304934,-204.76549521308993
2111,SLV,Social,"(2, 0, 1)",-180.66540914304935,-173.828929993117
2112,SLV,Vulnerability,"(1, 0, 0)",-237.7293146991169,-233.6274272091575
2113,SLV,Water,"(1, 1, 0)",-361.74722717610916,-359.08281815575873
2114,SOM,Capacity,"(3, 0, 2)",-213.5581957483254,-203.9871249384201
2115,SOM,Economic,"(0, 1, 0)",-78.97602917370423,-77.64382466352903
2116,SOM,Ecosystems,"(1, 0, 0)",-312.45361089012204,-308.3517234001626
2117,SOM,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2118,SOM,Food,"(1, 1, 0)",-229.9569740991864,-227.292565078836
2119,SOM,Governance,"(1, 0, 1)",-119.2252038682503,-113.7560205483044
2120,SOM,Habitat,"(2, 0, 0)",-265.4451162802777,-259.9759329603318
2121,SOM,Health,"(2, 0, 0)",-331.27743904510726,-325.80825572516136
2122,SOM,Infrastructure,"(0, 1, 0)",-159.4894938806695,-158.15728937049428
2123,SOM,Readiness,"(1, 0, 1)",-114.13242692690933,-108.66324360696343
2124,SOM,Sensitivity,"(2, 0, 0)",-319.281394222647,-313.8122109027011
2125,SOM,Social,"(2, 0, 1)",-278.3224220018802,-271.48594285194787
2126,SOM,Vulnerability,"(2, 0, 1)",-258.23424538053087,-251.3977662305985
2127,SOM,Water,"(2, 0, 0)",-301.28893676923315,-295.81975344928725
2128,SRB,Capacity,"(1, 0, 0)",-175.52825461124152,-171.4263671212821
2129,SRB,Economic,"(1, 0, 0)",-131.73739898222033,-127.6355114922609
2130,SRB,Ecosystems,"(1, 0, 0)",-264.5358001536758,-260.43391266371634
2131,SRB,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2132,SRB,Food,"(2, 0, 0)",-242.94195938125682,-237.47277606131092
2133,SRB,Governance,"(2, 1, 0)",-132.6129705052042,-128.61635697467858
2134,SRB,Habitat,"(2, 0, 2)",-259.5758603733402,-251.37208539342137
2135,SRB,Health,"(0, 0, 2)",-277.5720950698479,-272.102911749902
2136,SRB,Infrastructure,"(2, 0, 1)",-123.97044016054545,-117.13396101061308
2137,SRB,Readiness,"(0, 1, 1)",-173.5049683763969,-170.8405593560465
2138,SRB,Sensitivity,"(1, 0, 0)",-193.37688200415843,-189.27499451419902
2139,SRB,Social,"(0, 1, 0)",-178.5918044843738,-177.25959997419858
2140,SRB,Vulnerability,"(2, 0, 0)",-221.36942104383908,-215.90023772389318
2141,SRB,Water,"(3, 0, 0)",-207.46599205915606,-200.6295129092237
2142,STP,Capacity,"(2, 0, 3)",-218.38615827144463,-208.81508746153932
2143,STP,Economic,"(2, 0, 0)",-104.73472293038495,-99.26553961043905
2144,STP,Ecosystems,"(0, 1, 0)",-214.3913232139972,-213.05911870382198
2145,STP,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2146,STP,Food,"(1, 0, 0)",-171.39341211925782,-167.2915246292984
2147,STP,Governance,"(1, 0, 1)",-118.73085519189328,-113.26167187194739
2148,STP,Habitat,"(1, 0, 3)",-258.19015393841295,-249.9863789584941
2149,STP,Health,"(1, 0, 0)",-157.74512731105426,-153.64323982109485
2150,STP,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
2151,STP,Readiness,"(1, 0, 2)",-158.40676861980023,-151.57028946986787
2152,STP,Sensitivity,"(1, 0, 0)",-181.18361766436624,-177.08173017440683
2153,STP,Social,"(3, 1, 2)",-206.4101325721701,-198.4169055111189
2154,STP,Vulnerability,"(1, 0, 0)",-239.30499114813384,-235.20310365817443
2155,STP,Water,"(2, 0, 0)",-412.7818285618303,-407.3126452418844
2156,SUR,Capacity,"(1, 0, 0)",-231.48234904563358,-227.38046155567417
2157,SUR,Economic,"(0, 1, 0)",-94.27023887782465,-92.93803436764945
2158,SUR,Ecosystems,"(1, 0, 2)",-250.8478398222643,-244.01136067233193
2159,SUR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2160,SUR,Food,"(0, 0, 2)",-218.50888882553812,-213.03970550559222
2161,SUR,Governance,"(0, 1, 0)",-123.99880030246798,-122.66659579229278
2162,SUR,Habitat,"(3, 0, 2)",-387.1522644246154,-377.58119361471006
2163,SUR,Health,"(1, 0, 0)",-143.36709411399417,-139.26520662403476
2164,SUR,Infrastructure,"(3, 0, 1)",-177.38921588454062,-169.18544090462177
2165,SUR,Readiness,"(1, 0, 0)",-139.66256844226498,-135.56068095230557
2166,SUR,Sensitivity,"(1, 0, 1)",-173.28378512976562,-167.81460180981972
2167,SUR,Social,"(0, 1, 3)",-224.9010754879238,-219.572257447223
2168,SUR,Vulnerability,"(1, 0, 3)",-231.15673602479217,-222.95296104487332
2169,SUR,Water,"(2, 0, 0)",-434.97574186819276,-429.50655854824686
2170,SVK,Capacity,"(2, 0, 1)",-242.55613912475513,-235.71965997482278
2171,SVK,Economic,"(1, 0, 1)",-163.87004376033306,-158.40086044038716
2172,SVK,Ecosystems,"(1, 0, 3)",-276.233825921636,-268.0300509417172
2173,SVK,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2174,SVK,Food,"(1, 0, 3)",-245.48695942859956,-237.28318444868071
2175,SVK,Governance,"(2, 0, 2)",-135.6935321049808,-127.48975712506194
2176,SVK,Habitat,"(2, 0, 0)",-209.91567958629895,-204.44649626635305
2177,SVK,Health,"(2, 0, 0)",-282.40950801579964,-276.94032469585375
2178,SVK,Infrastructure,"(0, 0, 3)",-181.49731635790386,-174.6608372079715
2179,SVK,Readiness,"(1, 0, 0)",-171.43027855603935,-167.32839106607994
2180,SVK,Sensitivity,"(1, 0, 3)",-211.8691475542614,-203.66537257434254
2181,SVK,Social,"(0, 1, 0)",-161.92981628235944,-160.59761177218422
2182,SVK,Vulnerability,"(1, 0, 0)",-266.1405788536731,-262.03869136371367
2183,SVK,Water,"(2, 0, 3)",-344.42642946969397,-334.85535865978864
2184,SVN,Capacity,"(1, 1, 0)",-217.7086563150788,-215.0442472947284
2185,SVN,Economic,"(2, 0, 0)",-153.5252391682204,-148.0560558482745
2186,SVN,Ecosystems,"(1, 0, 0)",-237.8860636074898,-233.7841761175304
2187,SVN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2188,SVN,Food,"(3, 0, 3)",-218.02415143536777,-207.08578479547597
2189,SVN,Governance,"(0, 0, 3)",-142.2401571638579,-135.40367801392554
2190,SVN,Habitat,"(0, 0, 3)",-198.95348516781704,-192.11700601788468
2191,SVN,Health,"(2, 0, 3)",-281.1887291711911,-271.61765836128575
2192,SVN,Infrastructure,"(0, 0, 1)",-223.35403583949673,-219.25214834953732
2193,SVN,Readiness,"(2, 0, 1)",-176.52638106846757,-169.6899019185352
2194,SVN,Sensitivity,"(1, 0, 0)",-250.16454017858746,-246.06265268862805
2195,SVN,Social,"(2, 0, 2)",-134.72867621860695,-126.5249012386881
2196,SVN,Vulnerability,"(1, 0, 0)",-263.35719341844145,-259.255305928482
2197,SVN,Water,"(2, 0, 0)",-325.2468410358765,-319.7776577159306
2198,SWE,Capacity,"(2, 0, 0)",-280.12992415732424,-274.66074083737834
2199,SWE,Economic,"(0, 1, 0)",-118.31708687572822,-116.98488236555302
2200,SWE,Ecosystems,"(1, 0, 0)",-284.01233094730736,-279.9104434573479
2201,SWE,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2202,SWE,Food,"(1, 0, 0)",-275.84588943915946,-271.7440019492
2203,SWE,Governance,"(1, 0, 0)",-167.82978304009086,-163.72789555013145
2204,SWE,Habitat,"(1, 0, 0)",-240.90962843852202,-236.8077409485626
2205,SWE,Health,"(2, 0, 2)",-335.4466228685532,-327.2428478886344
2206,SWE,Infrastructure,"(1, 0, 1)",-211.94920383809398,-206.48002051814808
2207,SWE,Readiness,"(2, 0, 1)",-169.53053848083752,-162.69405933090516
2208,SWE,Sensitivity,"(0, 0, 0)",-255.6742455068844,-252.93965384691145
2209,SWE,Social,"(2, 0, 1)",-187.02632639995906,-180.1898472500267
2210,SWE,Vulnerability,"(1, 0, 0)",-305.61328016201014,-301.5113926720507
2211,SWE,Water,"(2, 0, 0)",-370.16742811886604,-364.69824479892014
2212,SWZ,Capacity,"(2, 0, 1)",-176.83557866844754,-169.99909951851518
2213,SWZ,Economic,"(0, 1, 0)",-100.81551113100974,-99.48330662083454
2214,SWZ,Ecosystems,"(1, 0, 3)",-227.04095212957225,-218.8371771496534
2215,SWZ,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2216,SWZ,Food,"(1, 0, 0)",-217.46925764037073,-213.36737015041132
2217,SWZ,Governance,"(0, 1, 0)",-123.65806858987455,-122.32586407969934
2218,SWZ,Habitat,"(3, 0, 0)",-350.8718012654882,-344.03532211555586
2219,SWZ,Health,"(1, 0, 0)",-139.4624852639768,-135.36059777401738
2220,SWZ,Infrastructure,"(1, 1, 1)",-143.72757705573372,-139.7309635252081
2221,SWZ,Readiness,"(1, 0, 0)",-164.15067588455872,-160.0487883945993
2222,SWZ,Sensitivity,"(1, 0, 0)",-190.1115454755623,-186.0096579856029
2223,SWZ,Social,"(3, 0, 0)",-255.4910609246778,-248.65458177474545
2224,SWZ,Vulnerability,"(2, 0, 1)",-222.21619203590657,-215.37971288597421
2225,SWZ,Water,"(1, 0, 0)",-252.91449866374495,-248.81261117378554
2226,SYC,Capacity,"(3, 0, 0)",-193.32975702329128,-186.49327787335892
2227,SYC,Economic,"(0, 0, 0)",-153.3159294401695,-150.58133778019655
2228,SYC,Ecosystems,"(1, 0, 0)",-280.667493423559,-276.56560593359956
2229,SYC,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2230,SYC,Food,"(1, 0, 0)",-151.31474266076634,-147.21285517080693
2231,SYC,Governance,"(0, 1, 0)",-102.31103366421758,-100.97882915404237
2232,SYC,Habitat,"(1, 0, 3)",-208.88998428520296,-200.6862093052841
2233,SYC,Health,"(2, 0, 2)",-162.49125236245752,-154.28747738253867
2234,SYC,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
2235,SYC,Readiness,"(0, 1, 0)",-162.83231716714494,-161.50011265696972
2236,SYC,Sensitivity,"(1, 0, 0)",-166.24589845436023,-162.14401096440082
2237,SYC,Social,"(3, 0, 1)",-203.4021373259003,-195.19836234598145
2238,SYC,Vulnerability,"(1, 0, 3)",-215.169060852519,-206.96528587260016
2239,SYC,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
2240,SYR,Capacity,"(1, 0, 1)",-192.13211141140533,-186.66292809145943
2241,SYR,Economic,"(2, 0, 0)",-145.74376883857792,-140.27458551863202
2242,SYR,Ecosystems,"(2, 0, 0)",-253.07241470961458,-247.60323138966868
2243,SYR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2244,SYR,Food,"(2, 0, 2)",-200.00092569563202,-191.79715071571317
2245,SYR,Governance,"(0, 1, 0)",-114.05687464985505,-112.72467013967984
2246,SYR,Habitat,"(0, 0, 2)",-195.6721021610829,-190.202918841137
2247,SYR,Health,"(1, 1, 0)",-162.74651220725278,-160.08210318690237
2248,SYR,Infrastructure,"(1, 1, 0)",-161.32405333300264,-158.65964431265223
2249,SYR,Readiness,"(1, 0, 0)",-169.24853455715396,-165.14664706719455
2250,SYR,Sensitivity,"(3, 0, 3)",-187.96540372816048,-177.02703708826868
2251,SYR,Social,"(2, 0, 1)",-205.75654187456192,-198.92006272462956
2252,SYR,Vulnerability,"(2, 0, 0)",-231.47143053352096,-226.00224721357506
2253,SYR,Water,"(3, 0, 0)",-280.6121963609227,-273.77571721099036
2254,TCD,Capacity,"(1, 0, 2)",-211.53395739537365,-204.6974782454413
2255,TCD,Economic,"(0, 1, 0)",-116.04711725911662,-114.71491274894142
2256,TCD,Ecosystems,"(1, 0, 0)",-320.0412548287079,-315.93936733874847
2257,TCD,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2258,TCD,Food,"(1, 0, 2)",-196.95336150264043,-190.11688235270807
2259,TCD,Governance,"(1, 0, 0)",-157.8775511409453,-153.77566365098588
2260,TCD,Habitat,"(3, 0, 2)",-260.85904824155887,-251.28797743165356
2261,TCD,Health,"(1, 0, 0)",-134.1732543643844,-130.071366874425
2262,TCD,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
2263,TCD,Readiness,"(3, 0, 0)",-186.19082680971073,-179.35434765977837
2264,TCD,Sensitivity,"(1, 0, 0)",-177.42762570137168,-173.32573821141227
2265,TCD,Social,"(3, 0, 0)",-275.89390514146464,-269.0574259915323
2266,TCD,Vulnerability,"(1, 0, 0)",-226.91860328229725,-222.81671579233785
2267,TCD,Water,"(3, 0, 1)",-440.26357594082583,-432.059800960907
2268,TGO,Capacity,"(0, 1, 1)",-235.21645078031673,-232.55204175996633
2269,TGO,Economic,"(2, 0, 1)",-130.67262270520436,-123.83614355527199
2270,TGO,Ecosystems,"(2, 0, 1)",-253.156752886248,-246.32027373631564
2271,TGO,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2272,TGO,Food,"(1, 0, 0)",-189.77672651672793,-185.67483902676852
2273,TGO,Governance,"(1, 0, 0)",-154.5236987963821,-150.42181130642268
2274,TGO,Habitat,"(1, 0, 1)",-228.5341682211407,-223.0649849011948
2275,TGO,Health,"(2, 0, 1)",-173.06181005383968,-166.22533090390732
2276,TGO,Infrastructure,"(2, 0, 1)",-194.84456681519853,-188.00808766526617
2277,TGO,Readiness,"(2, 0, 1)",-171.5725087569605,-164.73602960702814
2278,TGO,Sensitivity,"(1, 0, 0)",-192.5224640791858,-188.42057658922639
2279,TGO,Social,"(2, 0, 1)",-245.25614642007002,-238.41966727013767
2280,TGO,Vulnerability,"(1, 0, 0)",-246.36837252271752,-242.2664850327581
2281,TGO,Water,"(2, 0, 0)",-288.9745547485205,-283.5053714285746
2282,THA,Capacity,"(2, 0, 0)",-218.28560212423392,-212.81641880428802
2283,THA,Economic,"(0, 1, 1)",-146.5497483749508,-143.8853393546004
2284,THA,Ecosystems,"(2, 0, 0)",-237.09287800029966,-231.62369468035376
2285,THA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
2286,THA,Food,"(2, 0, 0)",-204.0736276014953,-198.6044442815494
2287,THA,Governance,"(1, 0, 0)",-151.77700946270716,-147.67512197274775
2288,THA,Habitat,"(1, 0, 2)",-256.3372098071736,-249.50073065724126
2289,THA,Health,"(2, 0, 1)",-285.3349953583676,-278.49851620843526
2290,THA,Infrastructure,"(1, 0, 0)",-216.12082367856402,-212.0189361886046
2291,THA,Readiness,"(0, 1, 3)",-191.0217729557239,-185.69295491502308
2292,THA,Sensitivity,"(2, 0, 2)",-267.13432214126556,-258.93054716134674
2293,THA,Social,"(1, 1, 2)",-212.5218787485374,-207.1930607078366
2294,THA,Vulnerability,"(2, 0, 0)",-290.7641037511516,-285.2949204312057
2295,THA,Water,"(3, 0, 2)",-399.2569756679529,-389.68590485804754
2296,TJK,Capacity,"(1, 0, 0)",-150.6217169972184,-146.519829507259
2297,TJK,Economic,"(2, 0, 3)",-86.69260771971078,-77.12153690980546
2298,TJK,Ecosystems,"(2, 0, 0)",-231.27848490158578,-225.8093015816399
2299,TJK,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
