,Country,Indicator,Order,AIC,BIC
1009,HRV,Economic,"(1, 0, 1)",-172.28358210032718,-166.81439878038128
1010,HRV,Ecosystems,"(1, 1, 0)",-257.3131194798774,-254.648710459527
1011,HRV,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1012,HRV,Food,"(2, 0, 1)",-253.25545702351639,-246.41897787358403
1013,HRV,Governance,"(2, 0, 0)",-128.86113722237397,-123.39195390242807
1014,HRV,Habitat,"(1, 0, 1)",-222.0015904027237,-216.5324070827778
1015,HRV,Health,"(1, 0, 0)",-208.37755266941596,-204.27566517945655
1016,HRV,Infrastructure,"(1, 0, 3)",-194.93425907166136,-186.7304840917425
1017,HRV,Readiness,"(1, 0, 3)",-169.7324639050436,-161.52868892512475
1018,HRV,Sensitivity,"(1, 0, 0)",-238.9353592467732,-234.8334717568138
1019,HRV,Social,"(3, 1, 0)",-161.33417996469268,-156.00536192399187
1020,HRV,Vulnerability,"(1, 0, 0)",-277.83916516807227,-273.73727767811283
1021,HRV,Water,"(3, 0, 0)",-448.8331283920525,-441.99664924212016
1022,HTI,Capacity,"(1, 0, 0)",-224.68273229488727,-220.58084480492786
1023,HTI,Economic,"(1, 0, 1)",-162.37207466253471,-156.90289134258882
1024,HTI,Ecosystems,"(1, 1, 1)",-264.4561946213037,-260.4595810907781
1025,HTI,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1026,HTI,Food,"(2, 0, 0)",-210.72987648972165,-205.26069316977575
1027,HTI,Governance,"(2, 0, 1)",-153.4999464537458,-146.66346730381343
1028,HTI,Habitat,"(3, 0, 1)",-241.28918232844688,-233.08540734852804
1029,HTI,Health,"(2, 0, 0)",-264.53453852060676,-259.06535520066086
1030,HTI,Infrastructure,"(1, 0, 0)",-245.13687778511178,-241.03499029515237
1031,HTI,Readiness,"(1, 0, 1)",-206.70796755525495,-201.23878423530905
1032,HTI,Sensitivity,"(1, 0, 3)",-273.85829105528614,-265.6545160753673
1033,HTI,Social,"(2, 0, 1)",-257.2287211489818,-250.39224199904942
1034,HTI,Vulnerability,"(1, 0, 0)",-286.72998150039143,-282.628094010432
1035,HTI,Water,"(2, 0, 0)",-494.6988425455982,-489.2296592256523
1036,HUN,Capacity,"(2, 0, 1)",-251.85736132951206,-245.0208821795797
1037,HUN,Economic,"(1, 0, 0)",-165.23957522706834,-161.13768773710893
1038,HUN,Ecosystems,"(3, 0, 0)",-277.35336194729854,-270.5168827973662
1039,HUN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1040,HUN,Food,"(2, 0, 2)",-269.8552063877647,-261.6514314078459
1041,HUN,Governance,"(2, 0, 1)",-156.05585960657993,-149.21938045664757
1042,HUN,Habitat,"(1, 0, 1)",-266.3075574497272,-260.8383741297813
1043,HUN,Health,"(3, 0, 0)",-256.3339150227794,-249.49743587284706
1044,HUN,Infrastructure,"(1, 0, 0)",-176.9064717850144,-172.80458429505498
1045,HUN,Readiness,"(1, 0, 2)",-196.74927286732162,-189.91279371738926
1046,HUN,Sensitivity,"(1, 0, 0)",-217.17302950911008,-213.07114201915067
1047,HUN,Social,"(1, 0, 1)",-165.90644585208423,-160.43726253213833
1048,HUN,Vulnerability,"(1, 0, 0)",-262.20809982282293,-258.1062123328635
1049,HUN,Water,"(1, 0, 0)",-178.4486520195784,-174.34676452961898
1050,IDN,Capacity,"(0, 1, 0)",-142.29365155738736,-140.96144704721215
1051,IDN,Economic,"(2, 0, 1)",-50.850860355065386,-44.01438120513302
1052,IDN,Ecosystems,"(2, 0, 0)",-228.21469175086966,-222.74550843092376
1053,IDN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1054,IDN,Food,"(2, 0, 0)",-173.64439120217034,-168.17520788222444
1055,IDN,Governance,"(3, 0, 2)",-125.64464414470541,-116.07357333480009
1056,IDN,Habitat,"(0, 0, 1)",-206.5987560404374,-202.49686855047798
1057,IDN,Health,"(1, 0, 0)",-202.85336190636076,-198.75147441640135
1058,IDN,Infrastructure,"(0, 1, 0)",-121.36556199350163,-120.03335748332643
1059,IDN,Readiness,"(1, 0, 0)",-111.58887080285587,-107.48698331289644
1060,IDN,Sensitivity,"(1, 0, 3)",-222.19432917490843,-213.99055419498958
1061,IDN,Social,"(2, 1, 0)",-211.18544444257094,-207.18883091204532
1062,IDN,Vulnerability,"(1, 0, 0)",-209.53287210368134,-205.43098461372193
1063,IDN,Water,"(2, 0, 0)",-397.7626139603601,-392.2934306404142
1064,IND,Capacity,"(2, 0, 1)",-180.24286587471306,-173.4063867247807
1065,IND,Economic,"(2, 0, 1)",-35.80168893990228,-28.965209789969908
1066,IND,Ecosystems,"(1, 1, 0)",-253.42284812776444,-250.75843910741403
1067,IND,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1068,IND,Food,"(1, 0, 0)",-187.12298393857935,-183.02109644861994
1069,IND,Governance,"(2, 0, 2)",-166.46043626389448,-158.25666128397563
1070,IND,Habitat,"(1, 0, 1)",-215.3394950436157,-209.8703117236698
1071,IND,Health,"(3, 0, 3)",-247.4133790071411,-236.4750123672493
1072,IND,Infrastructure,"(0, 1, 2)",-175.72102270606823,-171.7244091755426
1073,IND,Readiness,"(2, 0, 1)",-100.38465022847375,-93.54817107854137
1074,IND,Sensitivity,"(1, 1, 0)",-254.60422880569308,-251.93981978534268
1075,IND,Social,"(1, 1, 1)",-252.61332230412404,-248.61670877359842
1076,IND,Vulnerability,"(2, 0, 0)",-242.6037065910209,-237.134523271075
1077,IND,Water,"(2, 0, 0)",-303.7052188546057,-298.2360355346598
1078,IRL,Capacity,"(1, 0, 0)",-199.73052948504443,-195.62864199508502
1079,IRL,Economic,"(1, 0, 0)",-119.76034683039916,-115.65845934043973
1080,IRL,Ecosystems,"(1, 0, 0)",-263.4701796017356,-259.36829211177616
1081,IRL,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1082,IRL,Food,"(3, 0, 0)",-191.98071483566034,-185.14423568572798
1083,IRL,Governance,"(2, 0, 1)",-137.5634499509695,-130.72697080103714
1084,IRL,Habitat,"(1, 0, 1)",-220.47324269094452,-215.00405937099862
1085,IRL,Health,"(1, 0, 0)",-180.01478329287747,-175.91289580291806
1086,IRL,Infrastructure,"(1, 0, 0)",-188.86705784217193,-184.76517035221252
1087,IRL,Readiness,"(1, 0, 1)",-158.09288458406476,-152.62370126411886
1088,IRL,Sensitivity,"(3, 0, 0)",-229.71792883269396,-222.8814496827616
1089,IRL,Social,"(2, 0, 1)",-203.3160556928448,-196.47957654291244
1090,IRL,Vulnerability,"(1, 0, 3)",-257.6908108101386,-249.48703583021975
1091,IRL,Water,"(2, 0, 0)",-275.16506419473484,-269.69588087478894
1092,IRN,Capacity,"(3, 0, 3)",-247.1778030838342,-236.2394364439424
1093,IRN,Economic,"(1, 0, 0)",-140.35326619657417,-136.25137870661476
1094,IRN,Ecosystems,"(2, 0, 0)",-233.39216860105898,-227.92298528111309
1095,IRN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1096,IRN,Food,"(2, 0, 1)",-180.34776830914444,-173.51128915921208
1097,IRN,Governance,"(0, 1, 2)",-144.19492364359402,-140.1983101130684
1098,IRN,Habitat,"(2, 0, 1)",-227.48925911587583,-220.65277996594347
1099,IRN,Health,"(1, 0, 0)",-283.5977826570987,-279.4958951671393
1100,IRN,Infrastructure,"(1, 0, 0)",-363.32175823012005,-359.2198707401606
1101,IRN,Readiness,"(1, 0, 1)",-167.50477646572065,-162.03559314577475
1102,IRN,Sensitivity,"(2, 0, 0)",-204.44753811841505,-198.97835479846916
1103,IRN,Social,"(0, 1, 1)",-115.04060190157901,-112.3761928812286
1104,IRN,Vulnerability,"(3, 0, 0)",-266.06855865437535,-259.232079504443
1105,IRN,Water,"(1, 0, 0)",-310.0140431871373,-305.91215569717787
1106,IRQ,Capacity,"(2, 0, 0)",-253.50017953296782,-248.03099621302192
1107,IRQ,Economic,"(2, 0, 1)",-129.68048736716128,-122.8440082172289
1108,IRQ,Ecosystems,"(1, 0, 0)",-278.60547886270484,-274.5035913727454
1109,IRQ,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1110,IRQ,Food,"(1, 0, 0)",-188.67611792431987,-184.57423043436046
1111,IRQ,Governance,"(1, 0, 0)",-142.25463864343945,-138.15275115348004
1112,IRQ,Habitat,"(1, 0, 2)",-258.15647194409314,-251.31999279416078
1113,IRQ,Health,"(1, 0, 0)",-196.50415472439624,-192.40226723443683
1114,IRQ,Infrastructure,"(2, 0, 0)",-366.8796901846426,-361.4105068646967
1115,IRQ,Readiness,"(2, 0, 1)",-181.91981524156665,-175.0833360916343
1116,IRQ,Sensitivity,"(1, 0, 0)",-185.43890428544032,-181.3370167954809
1117,IRQ,Social,"(2, 0, 2)",-204.35963189714093,-196.15585691722208
1118,IRQ,Vulnerability,"(1, 0, 0)",-247.94566987641218,-243.84378238645277
1119,IRQ,Water,"(1, 0, 3)",-191.74823294468538,-183.54445796476654
1120,ISL,Capacity,"(1, 1, 0)",-251.42920286714556,-248.76479384679516
1121,ISL,Economic,"(0, 1, 1)",-132.8049904665174,-130.140581446167
1122,ISL,Ecosystems,"(1, 0, 0)",-289.0850358192407,-284.9831483292813
1123,ISL,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1124,ISL,Food,"(0, 0, 1)",-243.36704103622742,-239.265153546268
1125,ISL,Governance,"(1, 0, 3)",-132.8737227959693,-124.66994781605044
1126,ISL,Habitat,"(2, 0, 0)",-254.57515370959936,-249.10597038965346
1127,ISL,Health,"(1, 0, 0)",-245.5834045988673,-241.4815171089079
1128,ISL,Infrastructure,"(1, 0, 1)",-214.1928277014693,-208.7236443815234
1129,ISL,Readiness,"(0, 1, 0)",-144.44710841410114,-143.11490390392592
1130,ISL,Sensitivity,"(2, 0, 0)",-249.57449419848734,-244.10531087854145
1131,ISL,Social,"(0, 1, 0)",-95.93321334174136,-94.60100883156616
1132,ISL,Vulnerability,"(2, 0, 1)",-287.5408272747263,-280.70434812479397
1133,ISL,Water,"(2, 0, 0)",-396.04234921625505,-390.57316589630915
1134,ISR,Capacity,"(1, 0, 0)",-223.13972018297937,-219.03783269301996
1135,ISR,Economic,"(1, 0, 0)",-143.01597890694683,-138.91409141698742
1136,ISR,Ecosystems,"(1, 0, 1)",-253.731833396404,-248.2626500764581
1137,ISR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1138,ISR,Food,"(1, 0, 3)",-188.56070457085852,-180.35692959093967
1139,ISR,Governance,"(1, 0, 0)",-114.75375674126629,-110.65186925130686
1140,ISR,Habitat,"(1, 0, 1)",-233.89071816721267,-228.42153484726677
1141,ISR,Health,"(2, 0, 0)",-240.8361232946034,-235.3669399746575
1142,ISR,Infrastructure,"(0, 1, 2)",-149.39188424959605,-145.39527071907042
1143,ISR,Readiness,"(0, 0, 2)",-189.6400006210811,-184.1708173011352
1144,ISR,Sensitivity,"(1, 0, 0)",-193.14917022660475,-189.04728273664534
1145,ISR,Social,"(1, 0, 0)",-154.20363578937622,-150.1017482994168
1146,ISR,Vulnerability,"(1, 0, 0)",-237.53171814655516,-233.42983065659575
1147,ISR,Water,"(2, 0, 0)",-583.735314099647,-578.2661307797011
1148,ITA,Capacity,"(0, 0, 1)",-236.2908729744463,-232.1889854844869
1149,ITA,Economic,"(0, 0, 2)",-166.24080461010928,-160.77162129016338
1150,ITA,Ecosystems,"(1, 0, 0)",-285.38876917113436,-281.2868816811749
1151,ITA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1152,ITA,Food,"(1, 0, 0)",-203.22179692488368,-199.11990943492427
1153,ITA,Governance,"(2, 0, 0)",-138.54266206223758,-133.07347874229168
1154,ITA,Habitat,"(1, 0, 2)",-316.78860252506246,-309.9521233751301
1155,ITA,Health,"(1, 0, 0)",-266.9152220867831,-262.81333459682367
1156,ITA,Infrastructure,"(3, 0, 0)",-222.90592106717492,-216.06944191724256
1157,ITA,Readiness,"(1, 0, 1)",-175.03067337752162,-169.56149005757572
1158,ITA,Sensitivity,"(0, 0, 0)",-275.94528956829794,-273.210697908325
1159,ITA,Social,"(1, 1, 0)",-167.95966009290143,-165.29525107255103
1160,ITA,Vulnerability,"(0, 0, 2)",-293.991607727542,-288.5224244075961
1161,ITA,Water,"(1, 0, 1)",-239.10217679778356,-233.63299347783766
1162,JAM,Capacity,"(1, 0, 0)",-199.65769937319126,-195.55581188323185
1163,JAM,Economic,"(1, 0, 0)",-145.1256579073075,-141.0237704173481
1164,JAM,Ecosystems,"(3, 0, 2)",-266.0800262733352,-256.50895546342986
1165,JAM,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1166,JAM,Food,"(0, 0, 3)",-204.24894624954177,-197.41246709960942
1167,JAM,Governance,"(1, 0, 1)",-139.88542562695002,-134.41624230700413
1168,JAM,Habitat,"(1, 0, 1)",-226.07538826190063,-220.60620494195473
1169,JAM,Health,"(1, 0, 3)",-223.69682648462225,-215.4930515047034
1170,JAM,Infrastructure,"(3, 1, 2)",-196.075820498531,-188.08259343747977
1171,JAM,Readiness,"(2, 0, 1)",-172.25395287864293,-165.41747372871058
1172,JAM,Sensitivity,"(1, 0, 0)",-233.11997696055272,-229.0180894705933
1173,JAM,Social,"(1, 0, 0)",-129.41805499926016,-125.31616750930074
1174,JAM,Vulnerability,"(1, 0, 0)",-258.56936108691417,-254.46747359695476
1175,JAM,Water,"(1, 0, 1)",-250.23628445385754,-244.76710113391164
1176,JOR,Capacity,"(0, 1, 0)",-152.63635805240438,-151.30415354222916
1177,JOR,Economic,"(2, 0, 1)",-177.22485653199385,-170.3883773820615
1178,JOR,Ecosystems,"(2, 0, 0)",-291.0271481174596,-285.5579647975137
1179,JOR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1180,JOR,Food,"(1, 0, 0)",-193.9232179641819,-189.8213304742225
1181,JOR,Governance,"(1, 0, 0)",-135.1123073196983,-131.01041982973888
1182,JOR,Habitat,"(1, 0, 1)",-285.2060880512863,-279.7369047313404
1183,JOR,Health,"(1, 0, 1)",-150.01497400695644,-144.54579068701054
1184,JOR,Infrastructure,"(0, 1, 0)",-120.40336640526341,-119.07116189508821
1185,JOR,Readiness,"(1, 0, 0)",-178.1662584371292,-174.06437094716978
1186,JOR,Sensitivity,"(1, 0, 1)",-179.96220426930822,-174.49302094936232
1187,JOR,Social,"(0, 1, 1)",-200.2780144541209,-197.6136054337705
1188,JOR,Vulnerability,"(1, 0, 0)",-201.83272718893554,-197.73083969897613
1189,JOR,Water,"(1, 0, 2)",-232.41981029222126,-225.5833311422889
1190,JPN,Capacity,"(2, 0, 0)",-267.47494670089327,-262.00576338094737
1191,JPN,Economic,"(2, 0, 1)",-83.32485690375745,-76.48837775382508
1192,JPN,Ecosystems,"(1, 0, 0)",-299.3151008322943,-295.2132133423349
1193,JPN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1194,JPN,Food,"(1, 0, 0)",-217.97070984816733,-213.86882235820792
1195,JPN,Governance,"(1, 0, 0)",-133.99288635163703,-129.89099886167762
1196,JPN,Habitat,"(2, 0, 2)",-281.9449829365396,-273.74120795662077
1197,JPN,Health,"(3, 0, 2)",-306.7671122977216,-297.1960414878163
1198,JPN,Infrastructure,"(1, 0, 1)",-237.88156433393934,-232.41238101399344
1199,JPN,Readiness,"(2, 0, 1)",-136.07373027421477,-129.2372511242824
1200,JPN,Sensitivity,"(1, 0, 1)",-266.1676741855659,-260.69849086562
1201,JPN,Social,"(1, 1, 2)",-234.75419088537723,-229.42537284467642
1202,JPN,Vulnerability,"(1, 0, 0)",-310.28540466449755,-306.1835171745381
1203,JPN,Water,"(1, 0, 1)",-379.94651442199023,-374.47733110204433
1204,KAZ,Capacity,"(2, 0, 0)",-232.3572325828733,-226.8880492629274
1205,KAZ,Economic,"(1, 1, 0)",-127.04529174289041,-124.38088272254001
1206,KAZ,Ecosystems,"(0, 0, 3)",-239.74067852547086,-232.9041993755385
1207,KAZ,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1208,KAZ,Food,"(3, 0, 0)",-193.69259236470856,-186.8561132147762
1209,KAZ,Governance,"(0, 1, 0)",-132.61307457009454,-131.28087005991932
1210,KAZ,Habitat,"(2, 0, 0)",-214.97969544059032,-209.51051212064442
1211,KAZ,Health,"(2, 0, 1)",-245.6867314125628,-238.85025226263045
1212,KAZ,Infrastructure,"(3, 0, 0)",-253.61990054390702,-246.78342139397466
1213,KAZ,Readiness,"(2, 1, 0)",-169.8980231093474,-165.90140957882178
1214,KAZ,Sensitivity,"(1, 0, 0)",-206.97055343457725,-202.86866594461785
1215,KAZ,Social,"(1, 1, 0)",-157.6492410502531,-154.9848320299027
1216,KAZ,Vulnerability,"(3, 0, 0)",-255.36471677795856,-248.5282376280262
1217,KAZ,Water,"(1, 1, 1)",-232.63473995464733,-228.6381264241217
1218,KEN,Capacity,"(1, 1, 3)",-215.09550757737878,-208.43448502650276
1219,KEN,Economic,"(2, 0, 0)",-140.01432277238888,-134.54513945244298
1220,KEN,Ecosystems,"(2, 0, 0)",-256.21986532829993,-250.75068200835403
1221,KEN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1222,KEN,Food,"(1, 0, 0)",-199.66677052220973,-195.56488303225032
1223,KEN,Governance,"(1, 0, 0)",-145.3894238935614,-141.287536403602
1224,KEN,Habitat,"(1, 0, 1)",-211.27025306528716,-205.80106974534127
1225,KEN,Health,"(1, 0, 0)",-158.23908717345765,-154.13719968349824
1226,KEN,Infrastructure,"(0, 1, 1)",-183.52867859100704,-180.86426957065663
1227,KEN,Readiness,"(2, 0, 2)",-189.0269923720412,-180.82321739212236
1228,KEN,Sensitivity,"(1, 0, 0)",-188.57198941054673,-184.47010192058733
1229,KEN,Social,"(3, 0, 0)",-273.1806841409182,-266.3442049909858
1230,KEN,Vulnerability,"(1, 0, 0)",-232.3059275630162,-228.2040400730568
1231,KEN,Water,"(2, 0, 1)",-278.2486488804123,-271.41216973047995
1232,KGZ,Capacity,"(2, 0, 0)",-214.06387272670622,-208.59468940676032
1233,KGZ,Economic,"(1, 0, 0)",-106.5660708769807,-102.46418338702128
1234,KGZ,Ecosystems,"(2, 0, 0)",-233.21730956392383,-227.74812624397794
1235,KGZ,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1236,KGZ,Food,"(1, 0, 0)",-209.19610315693467,-205.09421566697526
1237,KGZ,Governance,"(1, 0, 0)",-152.01583457462488,-147.91394708466547
1238,KGZ,Habitat,"(1, 0, 1)",-236.25649755468913,-230.78731423474323
1239,KGZ,Health,"(3, 0, 1)",-142.1896701721563,-133.98589519223745
1240,KGZ,Infrastructure,"(0, 1, 0)",-125.11846371819742,-123.78625920802222
1241,KGZ,Readiness,"(1, 0, 0)",-158.80014639905346,-154.69825890909405
1242,KGZ,Sensitivity,"(2, 1, 2)",-163.26889604524686,-156.60787349437084
1243,KGZ,Social,"(0, 1, 0)",-149.55853945385374,-148.22633494367852
1244,KGZ,Vulnerability,"(1, 0, 0)",-206.96376921927697,-202.86188172931756
1245,KGZ,Water,"(2, 0, 0)",-303.64224471741227,-298.17306139746637
1246,KHM,Capacity,"(0, 1, 3)",-197.8097278097191,-192.4809097690183
1247,KHM,Economic,"(0, 1, 0)",-175.33575539027257,-174.00355088009735
1248,KHM,Ecosystems,"(1, 0, 0)",-288.6888859434632,-284.5869984535038
1249,KHM,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1250,KHM,Food,"(2, 0, 0)",-213.79754732290917,-208.32836400296327
1251,KHM,Governance,"(1, 0, 0)",-151.7489968004558,-147.6471093104964
1252,KHM,Habitat,"(1, 0, 3)",-249.80938642405886,-241.60561144414
1253,KHM,Health,"(1, 0, 0)",-121.5382791050564,-117.43639161509698
1254,KHM,Infrastructure,"(1, 0, 0)",-160.82369191377913,-156.72180442381972
1255,KHM,Readiness,"(1, 0, 0)",-209.8730165952663,-205.7711291053069
1256,KHM,Sensitivity,"(0, 0, 3)",-167.25893219193892,-160.42245304200657
1257,KHM,Social,"(0, 1, 3)",-198.68471714397617,-193.35589910327536
1258,KHM,Vulnerability,"(3, 0, 1)",-209.336019778054,-201.13224479813516
1259,KHM,Water,"(2, 0, 0)",-381.4017252575238,-375.9325419375779
1260,KIR,Capacity,"(0, 1, 0)",-160.77047988903678,-159.43827537886156
1261,KIR,Economic,"(1, 0, 0)",-158.3542067212766,-154.2523192313172
1262,KIR,Ecosystems,"(2, 0, 1)",-300.7298790443337,-293.89339989440134
1263,KIR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1264,KIR,Food,"(2, 0, 2)",-179.29759702862933,-171.09382204871048
1265,KIR,Governance,"(1, 0, 3)",-129.89695224872062,-121.69317726880178
1266,KIR,Habitat,"(2, 0, 2)",-337.789755418194,-329.58598043827516
1267,KIR,Health,"(1, 0, 0)",-92.16387362076301,-88.06198613080359
1268,KIR,Infrastructure,"(0, 1, 0)",-118.61107665895865,-117.27887214878345
1269,KIR,Readiness,"(3, 0, 1)",-163.99898661070193,-155.7952116307831
1270,KIR,Sensitivity,"(1, 0, 2)",-302.21938809839304,-295.3829089484607
1271,KIR,Social,"(2, 0, 1)",-278.3224220018802,-271.48594285194787
1272,KIR,Vulnerability,"(1, 0, 0)",-153.37914595480868,-149.27725846484927
1273,KIR,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
1274,KNA,Capacity,"(2, 0, 1)",-278.16193572632363,-271.3254565763913
1275,KNA,Economic,"(1, 0, 1)",-133.8110325783158,-128.3418492583699
1276,KNA,Ecosystems,"(2, 0, 1)",-300.7298790443337,-293.89339989440134
1277,KNA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1278,KNA,Food,"(1, 0, 0)",-206.65099987047918,-202.54911238051977
1279,KNA,Governance,"(2, 0, 3)",-69.30147730257332,-59.730406492667996
1280,KNA,Habitat,"(3, 0, 2)",-359.0682418917256,-349.4971710818203
1281,KNA,Health,"(1, 0, 0)",-211.67343143395001,-207.5715439439906
1282,KNA,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
1283,KNA,Readiness,"(1, 1, 0)",-121.212319659357,-118.54791063900659
1284,KNA,Sensitivity,"(1, 0, 0)",-218.7889282032921,-214.6870407133327
1285,KNA,Social,"(3, 0, 1)",-133.1100376418059,-124.90626266188704
1286,KNA,Vulnerability,"(3, 0, 0)",-326.43593505465515,-319.5994559047228
1287,KNA,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
1288,KOR,Capacity,"(2, 0, 0)",-248.57512393204206,-243.10594061209616
1289,KOR,Economic,"(0, 1, 0)",-115.38490972682581,-114.05270521665061
1290,KOR,Ecosystems,"(1, 0, 0)",-319.7394225051002,-315.63753501514077
1291,KOR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1292,KOR,Food,"(2, 0, 1)",-238.45120044846064,-231.61472129852828
1293,KOR,Governance,"(1, 0, 2)",-128.17323874538604,-121.33675959545367
1294,KOR,Habitat,"(2, 0, 0)",-266.9947653952627,-261.5255820753168
1295,KOR,Health,"(2, 1, 0)",-256.11433755531124,-252.11772402478562
1296,KOR,Infrastructure,"(1, 0, 0)",-239.54697211144392,-235.4450846214845
1297,KOR,Readiness,"(2, 0, 1)",-169.81634679819797,-162.9798676482656
1298,KOR,Sensitivity,"(1, 0, 0)",-294.7772172271664,-290.67532973720694
1299,KOR,Social,"(2, 1, 0)",-176.60977611549683,-172.6131625849712
1300,KOR,Vulnerability,"(2, 0, 1)",-299.6243178465943,-292.78783869666194
1301,KOR,Water,"(2, 0, 2)",-331.10072193941807,-322.89694695949925
1302,KWT,Capacity,"(1, 0, 1)",-205.44707702317186,-199.97789370322596
1303,KWT,Economic,"(1, 1, 2)",-137.7520841519681,-132.42326611126728
1304,KWT,Ecosystems,"(1, 0, 1)",-249.0715739380774,-243.6023906181315
1305,KWT,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1306,KWT,Food,"(0, 0, 3)",-241.75760154713998,-234.92112239720763
1307,KWT,Governance,"(2, 0, 1)",-121.45130562426749,-114.61482647433512
1308,KWT,Habitat,"(3, 1, 0)",-214.37310482437408,-209.04428678367327
